KERRI_BLJU_TERER,BREED.DOG,Керри-блю-терьер,1500
KING_CHARLZ_SPANIEL,BREED.DOG,"Кинг чарльз спаниель",1510
KITAJSKAJA_HOHLATAJA_SOBAKA,BREED.DOG,"Китайская хохлатая собака",1520
KLAMBER_SPANIEL,BREED.DOG,Кламбер-спаниель,1530
KOIKERHONDE,BREED.DOG,Коикерхондье,1540
KOMONDOR,BREED.DOG,Комондор,1550
KONTINENTALNYJ_BULDOG,BREED.DOG,"Континентальный бульдог",1560
KONTINENTALNYJ_TOJ_SPANIEL,BREED.DOG,"Континентальный той-спаниель",1570
KOREJSKIJ_CHINDO,BREED.DOG,"Корейский чиндо",1580
KOROTKOSHJORSTNYJ_KOLLI,BREED.DOG,"Короткошёрстный колли",1590
KOTON_DE_TULEAR,BREED.DOG,"Котон де Тулеар",1600
KRASHSKAJA_OVCHARKA,BREED.DOG,"Крашская овчарка",1610
KROLICHJA_TAKSA,BREED.DOG,"Кроличья такса",1615
KROMFORLENDER,BREED.DOG,Кромфорлендер,1620
KSOLOITCKUINTLI,BREED.DOG,Ксолоитцкуинтли,1630
KUBINSKIJ_DOG,BREED.DOG,"Кубинский дог",1640
KUVAS,BREED.DOG,Кувас,1650
KURI,BREED.DOG,Кури,1660
KURCHAAR,BREED.DOG,Курцхаар,1670
KURCHAVOSHJORSTNYJ_RETRIVER,BREED.DOG,"Курчавошёрстный ретривер",1680
LABRADOR_RETRIVER,BREED.DOG,Лабрадор-ретривер,1690
LABRADUDL,BREED.DOG,Лабрадудль,1700
LAGOTTO_ROMANOLO,BREED.DOG,Лаготто-романьоло,1710
LANGHAAR,BREED.DOG,Лангхаар,1720
LANDSIR,BREED.DOG,Ландсир,1730
LANKASHIRSKIJ_HILER,BREED.DOG,"Ланкаширский хилер",1740
LEVRETKA,BREED.DOG,Левретка,1750
LEJKLEND_TERER,BREED.DOG,Лейкленд-терьер,1760
LEONBERGER,BREED.DOG,Леонбергер,1770
LEOPARDOVAJA_SOBAKA_KATAHULY,BREED.DOG,"Леопардовая собака Катахулы",1780
LOPARSKAJA_OLENEGONNAJA_SOBAKA,BREED.DOG,"Лопарская оленегонная собака",1790
LHASA_APSO,BREED.DOG,"Лхаса апсо",1800
MAJORKSKAJA_OVCHARKA,BREED.DOG,"Майоркская овчарка",1810
MALAJA_LVINAJA_SOBAKA,BREED.DOG,"Малая львиная собака",1820
MALTIJSKAJA_BOLONKA,BREED.DOG,"Мальтийская болонка",1830
MALYJ_PUDEL,BREED.DOG,"Малый пудель",1835
MANCHESTER_TERER,BREED.DOG,Манчестер-терьер,1840
MAREMMO_ABRUCCKAJA_OVCHARKA,BREED.DOG,"Мареммо-абруццкая овчарка",1850
MEDELJANKA,BREED.DOG,Меделянка,1860
MINIATURNIJ_BULTERER,BREED.DOG,"Миниатюрный бультерьер",1865
MITTELSHNAUCER,BREED.DOG,Миттельшнауцер,1870
MOPS,BREED.DOG,Мопс,1880
MOSKOVSKAJA_STOROZHEVAJA,BREED.DOG,"Московская сторожевая",1890
MOSKOVSKIJ_VODOLAZ,BREED.DOG,"Московский водолаз",1900
MUDI,BREED.DOG,Муди,1910
NEAPOLITANSKIJ_MASTIF,BREED.DOG,"Неаполитанский мастиф",1920
NEMECKAJA_OVCHARKA,BREED.DOG,"Немецкая овчарка",1930
NEMECKIJ_BOKSJOR,BREED.DOG,"Немецкий боксёр",1940
NEMECKIJ_VAHTELHUND,BREED.DOG,"Немецкий вахтельхунд",1950
NEMECKIJ_DOG,BREED.DOG,"Немецкий дог",1960
NEMECKIJ_PINCHER,BREED.DOG,"Немецкий пинчер",1970
NEMECKIJ_SHPIC,BREED.DOG,"Немецкий шпиц",1980
NEMECKIJ_JAGDTERER,BREED.DOG,"Немецкий ягдтерьер",1990
NOVOSHOTLANDSKIJ_RETRIVER,BREED.DOG,"Новошотландский ретривер",2000
NORVEZHSKIJ_LUNDEHUND,BREED.DOG,"Норвежский лундехунд",2010
NORVEZHSKIJ_JELKHAUND,BREED.DOG,"Норвежский элкхаунд",2020
NORVICH_TERER,BREED.DOG,Норвич-терьер,2030
NORFOLK_TERER,BREED.DOG,Норфолк-терьер,2040
NJUFAUNDLEND,BREED.DOG,Ньюфаундленд,2050
ODIS,BREED.DOG,Одис,2060
OTTERHAUND,BREED.DOG,Оттерхаунд,2070
PAGL,BREED.DOG,Пагль,2080
PAPILON,BREED.DOG,Папильон,2085
PARSON_RASSEL_TERER,BREED.DOG,"Парсон Рассел терьер",2090
PEKINES,BREED.DOG,Пекинес,2100
PIKARDIJSKAJA_OVCHARKA,BREED.DOG,"Пикардийская овчарка",2110
PIRENEJSKAJA_GORNAJA_SOBAKA,BREED.DOG,"Пиренейская горная собака",2120
PIRENEJSKAJA_OVCHARKA,BREED.DOG,"Пиренейская овчарка",2130
PIRENEJSKIJ_MASTIF,BREED.DOG,"Пиренейский мастиф",2140
PODENKO_IBICENKO,BREED.DOG,"Поденко ибиценко",2150
POJNTER,BREED.DOG,Пойнтер,2160
